line_id,timestamp,temperature_c,pressure_psi,vibration_mm_s,motor_current_a,flow_rate_lpm,humidity_pct,is_anomaly,anomaly_type
Line-A,2026-01-01 00:00:00,72.02159899804657,41.45994393777344,2.36295482676704,17.259597497725924,106.18031254281014,46.666514229090666,0,none
Line-A,2026-01-01 00:05:00,67.95809176782231,40.008477060680846,2.119705979861516,17.266939922740246,98.28359597822455,51.629517322604535,0,none
Line-A,2026-01-01 00:10:00,71.11479169438311,40.99448827267619,2.152909815585694,15.963015839095249,96.94748847165796,54.36355309292777,0,none
Line-A,2026-01-01 00:15:00,70.5215225317445,39.82243801510317,2.351852955187036,16.808881719591113,99.81030284010896,44.55573036539344,0,none
Line-A,2026-01-01 00:20:00,69.98251439757856,39.91169322997328,1.994275719000742,16.186100881740487,101.09805629861096,48.4396960293063,0,none
Line-A,2026-01-01 00:25:00,70.88106716115304,39.48143584432506,2.44487952265472,16.978042915975745,103.43737207698864,44.73843518616808,0,none
Line-A,2026-01-01 00:30:00,69.87129233058002,43.29309403775961,2.091623378075531,17.473818976517883,108.02216926105032,44.55138028353269,0,none
Line-A,2026-01-01 00:35:00,72.77164110976435,40.88544502628554,2.1938131485499097,17.86409174100977,106.4345721393128,50.89725430689604,0,none
Line-A,2026-01-01 00:40:00,67.96937789070658,35.76147314651918,1.94208259662511,17.54860189084296,104.6324492253487,53.158271742486576,0,none
Line-A,2026-01-01 00:45:00,70.70425914550273,39.840615364747606,2.229959946734429,16.903250706881394,105.79097140940922,50.59627083814839,0,none
Line-A,2026-01-01 00:50:00,72.08250082618783,41.55225684336,2.055982926178224,16.720707040333146,101.9687088421466,53.77220768052457,0,none
Line-A,2026-01-01 00:55:00,71.80544254427744,36.45873704852292,1.7586009115987926,16.515682014710887,102.01994056109356,51.48520245818234,0,none
Line-A,2026-01-01 01:00:00,73.10250335186556,39.21280894614125,1.8594190397155,17.06305658735359,105.16767604553375,51.50906037990355,0,none
Line-A,2026-01-01 01:05:00,71.52705568711295,40.76786181060586,2.368863554408214,17.429222283833763,110.91985735439036,51.2942616305741,0,none
Line-A,2026-01-01 01:10:00,72.190802293324,39.58162088583685,1.967737787955513,16.497040356492462,102.52346298047252,51.43515051385226,0,none
Line-A,2026-01-01 01:15:00,71.33471648076807,43.08327946369503,2.415920269766533,16.52711784392401,101.68782710533246,50.59891041798992,0,none
Line-A,2026-01-01 01:20:00,70.68598687496969,42.02859381797372,2.173853170690733,18.01466061628921,108.93515458442415,55.30464161614858,0,none
Line-A,2026-01-01 01:25:00,72.79646297653473,41.19616822186367,2.2483600360831564,16.66418285460381,104.02116193837249,48.65971926520599,0,none
Line-A,2026-01-01 01:30:00,69.63949191029494,39.681996410462006,2.008374958197916,16.523707753014264,100.71599596281256,46.85560359476403,0,none
Line-A,2026-01-01 01:35:00,73.23309026271576,42.37627362849391,1.860597175467035,15.74405762794444,103.8354931126772,47.29105774007395,0,none
Line-A,2026-01-01 01:40:00,69.72586632623515,40.51695325853784,1.6526192342625945,18.073834327175945,104.21730913033063,47.98117549298362,0,none
Line-A,2026-01-01 01:45:00,71.74004728019378,40.68170714813024,2.5163734102160853,15.548419330365626,101.02358417581348,47.75220399467879,0,none
Line-A,2026-01-01 01:50:00,72.17804636641313,40.03198644873288,1.971780938258336,17.23253217435841,100.81362774066638,53.33321769102124,0,none
Line-A,2026-01-01 01:55:00,71.6162250024443,40.50935465080927,1.8728374551554172,15.851318604308185,105.51478935433818,52.30484253567632,0,none
Line-A,2026-01-01 02:00:00,71.88044752570747,37.9761320605201,1.5276771810655907,17.32576345190292,104.2020847564081,51.44403809052428,0,none
Line-A,2026-01-01 02:05:00,72.52047573218532,39.14287814842059,1.837825313345684,17.216599553668118,101.57854615816984,53.211213024677946,0,none
Line-A,2026-01-01 02:10:00,74.99368918949577,39.71884605442607,1.8501393541367652,17.107709203213417,107.8559327676138,49.33369210887022,0,none
Line-A,2026-01-01 02:15:00,74.50564132968232,36.88241361089322,1.7654854190965064,15.441182951979702,104.6260628066616,50.86152114978525,0,none
Line-A,2026-01-01 02:20:00,74.27061430272357,40.92244312471789,2.0327613357934795,17.088341113383457,109.1915934384745,51.52734873010056,0,none
Line-A,2026-01-01 02:25:00,72.80834160680521,43.21024126882048,1.872588404239217,16.70109899007589,105.8814032273138,57.88687318856561,0,none
Line-A,2026-01-01 02:30:00,74.33431111106167,41.78243969177223,1.6441120709304091,17.51034594843511,98.96356676971794,55.71228308518442,0,none
Line-A,2026-01-01 02:35:00,76.01050348875194,39.97804851099564,1.713358698273526,16.82683068787941,105.10348474469455,55.93938006835815,0,none
Line-A,2026-01-01 02:40:00,73.74699474455478,38.4134524209554,1.9997373252328652,17.64488808457171,101.171762020299,50.17135070467228,0,none
Line-A,2026-01-01 02:45:00,72.8718795355011,38.13211599554188,1.6492157339940718,16.5461084109061,105.37981042815213,50.54382641314093,0,none
Line-A,2026-01-01 02:50:00,74.86374740917894,41.45791118083282,2.0013421550668062,17.14536466558866,100.42766852181494,53.27894003966444,0,none
Line-A,2026-01-01 02:55:00,72.16270587716802,42.82442565601151,2.3447988191177638,17.70260925626661,108.8883492810206,52.88403067440553,0,none
Line-A,2026-01-01 03:00:00,74.7460587883008,38.99273971418636,1.760509023657287,16.457880263680956,108.17385245477878,50.51788188288524,0,none
Line-A,2026-01-01 03:05:00,76.1450616053438,39.40461747677787,2.1834335012825874,16.700129089119493,100.34463551947908,52.58748040385204,0,none
Line-A,2026-01-01 03:10:00,74.74020510406349,39.096234914743896,2.348977101735332,17.554058947561032,105.68447692457192,49.82903308861044,0,none
Line-A,2026-01-01 03:15:00,72.60984871755869,41.43793209483852,1.81364464371881,16.900968350359005,110.87142422492563,53.68038849620115,0,none
